ID	State FIP	County FIP 	Median Home Value	Median Home Value Margin of Error	Median Gross Rent	Median Gross Rent Margin of Error	Total Housing Units	Total Margin of Error	Total Occupied Housing Units	Occupied Margin of Error (percent)	Total Vacant Housing Units	Vacant Margin of Error (percent)	Latitude	Longitude
1766	33	001	374900	10174	1167	72	39003	49	26337	724	12666	734	+43.5191091	-071.4253661
1767	33	003	388900	12730	1195	77	40421	99	21847	657	18574	661	+43.8677742	-071.2015596
1768	33	005	280100	6524	1276	54	35899	64	30620	523	5279	523	+42.9254596	-072.2481828
1769	33	007	188900	13490	876	41	20637	72	14002	321	6635	331	+44.6525477	-071.2894309
1770	33	009	344500	7518	1301	70	51920	178	37107	626	14813	630	+43.9264391	-071.8424242
1771	33	011	421100	3833	1623	21	177734	330	168740	1106	8994	986	+42.9115317	-071.7230554
1772	33	013	367600	6350	1360	37	66497	92	60901	490	5596	481	+43.2995786	-071.6800412
1773	33	015	497500	6191	1687	46	137794	93	127570	801	10224	815	+42.9886636	-071.0990801
1774	33	017	362800	7889	1488	47	56609	132	52080	479	4529	482	+43.2932725	-071.0355891
1775	33	019	268700	9374	1211	60	21958	104	16618	461	5340	465	+43.3611883	-072.2220839
1776	34	001	295000	5138	1376	35	132199	113	109557	883	22642	865	+39.4693555	-074.6337591
1777	34	003	623000	4306	1914	21	369613	176	355127	1060	14486	1042	+40.9596985	-074.0747272
1778	34	005	354000	3061	1745	30	186315	188	177222	741	9093	721	+39.8757858	-074.6630063
1779	34	007	287100	3681	1402	20	213774	143	202540	891	11234	903	+39.8024071	-074.9612493
1780	34	009	434600	9304	1360	96	99599	85	44884	745	54715	739	+39.0858411	-074.8463541
1781	34	011	221400	4674	1282	38	57282	248	53781	503	3501	475	+39.3284336	-075.1216277
1782	34	013	524100	11118	1531	19	336962	208	319788	1015	17174	1028	+40.7874003	-074.2462919
1783	34	015	310400	4245	1531	56	117915	117	112545	623	5370	625	+39.7228745	-075.1456793
1784	34	017	539700	11187	1894	17	320959	149	299682	1343	21277	1329	+40.7313751	-074.0786014
1785	34	019	517200	12844	1687	51	52115	104	50860	274	1255	252	+40.5652832	-074.9119695
1786	34	021	377700	6110	1623	34	151138	116	144114	834	7024	820	+40.2825026	-074.7037240
1787	34	023	462900	2710	1871	20	317979	208	307782	1150	10197	1110	+40.4396214	-074.4074303
1788	34	025	606100	5540	1827	30	270415	215	251712	1121	18703	1063	+40.2870481	-074.1524456
1789	34	027	582500	5640	1904	30	199506	100	193245	705	6261	724	+40.8588961	-074.5472917
1790	34	029	398400	3284	1755	30	296357	123	243843	1514	52514	1552	+39.8656690	-074.2588636
1791	34	031	459500	3736	1621	17	185816	155	178936	778	6880	776	+41.0366554	-074.2994078
1792	34	033	239500	7170	1253	51	27732	62	24846	391	2886	384	+39.5738282	-075.3573559
1793	34	035	552100	7374	2033	52	133639	156	130802	435	2837	431	+40.5655273	-074.6199378
1794	34	037	369400	4606	1585	67	62865	76	57767	572	5098	569	+41.1374609	-074.6919141
1795	34	039	529200	8258	1730	23	212385	197	203277	863	9108	841	+40.6598707	-074.3086957
1796	34	041	346500	6745	1409	39	46789	53	45391	321	1398	316	+40.8534914	-075.0094978
1797	35	001	292900	3423	1144	17	302746	209	285495	1070	17251	1076	+35.0536280	-106.6690805
1798	35	003	167000	63396	736	581	3409	209	1789	190	1620	172	+33.9016208	-108.3919284
1799	35	005	156400	9252	867	61	26864	50	23712	501	3152	509	+33.3616045	-104.4698374
1800	35	006	125400	29165	759	79	11236	40	8503	319	2733	318	+34.9282721	-107.9926805
1801	35	007	167200	14811	729	59	9607	40	5368	242	4239	240	+36.6129638	-104.6401105
1802	35	009	171200	7118	1024	83	21426	43	18595	488	2831	484	+34.5729841	-103.3460546
1803	35	011	187500	163183	387	359	1260	113	820	119	440	93	+34.3592729	-104.3686961
1804	35	013	220800	5556	934	32	92436	186	84889	858	7547	811	+32.3499190	-106.8349684
1805	35	015	212600	9367	1245	119	26839	48	23620	573	3219	579	+32.4578347	-104.3064338
1806	35	017	175600	11370	825	28	14755	23	11295	395	3460	392	+32.7320870	-108.3815043
1807	35	019	110000	14170	590	386	2029	188	1490	195	539	131	+34.8697479	-104.7848985
1808	35	021	70000	45240	1038	276	496	81	286	62	210	45	+35.8593523	-103.8534243
1809	35	023	111000	8757	814	97	2232	43	1478	107	754	104	+31.8980519	-108.7519293
1810	35	025	184000	8831	1101	52	28403	55	24670	504	3733	506	+32.7956865	-103.4132707
1811	35	027	233200	22920	956	68	17871	27	10000	514	7871	515	+33.7408411	-105.4498055
1812	35	028	495800	24607	1375	119	8713	27	8247	164	466	163	+35.8700469	-106.3079679
1813	35	029	128000	15180	650	95	11621	40	9223	334	2398	333	+32.1845231	-107.7471911
1814	35	031	78700	5118	859	56	25304	50	21353	242	3951	242	+35.5840616	-108.2532938
1815	35	033	122600	40824	887	354	2923	228	1968	189	955	195	+35.9828413	-104.9218975
1816	35	035	162700	7486	962	61	32645	118	24480	637	8165	632	+32.6155988	-105.7513079
1817	35	037	87200	16034	712	150	5536	29	4389	240	1147	253	+35.1070184	-103.5480713
1818	35	039	243700	17840	740	85	19862	59	15647	468	4215	459	+36.5096687	-106.6939829
1819	35	041	135800	13723	898	75	8577	22	7441	266	1136	268	+34.0212068	-103.4830039
1820	35	043	313800	6593	1427	37	60925	60	56895	570	4030	561	+35.6850913	-106.8831191
1821	35	045	193800	6671	956	44	48255	139	41732	601	6523	587	+36.5116245	-108.3245778
1822	35	047	188500	18158	823	86	14867	31	11931	366	2936	370	+35.4768585	-104.8035189
1823	35	049	446300	9319	1389	58	78834	134	70767	567	8067	577	+35.5145309	-105.9639718
1824	35	051	152600	15687	729	44	8200	98	5440	340	2760	346	+33.1194684	-107.1881612
1825	35	053	137500	30619	691	171	7693	19	5269	288	2424	290	+33.9916579	-106.9391362
1826	35	055	382800	37776	1034	143	21250	29	15549	481	5701	484	+36.5771832	-105.6388781
1827	35	057	159700	12546	872	37	7293	20	6052	219	1241	219	+34.5549976	-105.8905768
1828	35	059	122700	18473	683	120	2101	171	1438	211	663	138	+36.4880853	-103.4757229
1829	35	061	223000	8792	1015	70	30756	98	27583	458	3173	459	+34.7168404	-106.8065821
1830	36	001	294600	4249	1313	26	147662	143	134703	1000	12959	1018	+42.5882401	-073.9740095
1831	36	003	101700	3420	763	30	23540	73	17710	319	5830	312	+42.2478532	-078.0261531
1832	36	005	529500	11185	1458	16	559415	647	534100	1505	25315	1376	+40.8487111	-073.8529390
1833	36	007	154900	3077	941	22	93164	135	82005	806	11159	800	+42.1619773	-075.8302833
1834	36	009	113100	3389	770	24	40356	77	31895	379	8461	377	+42.2390986	-078.6623320
1835	36	011	171000	3760	942	46	36829	115	31524	438	5305	406	+43.0085456	-076.5745866
1836	36	013	127900	4463	812	21	66476	257	53393	785	13083	789	+42.3042159	-079.4075949
1837	36	015	141100	6793	1059	36	39252	68	35262	439	3990	421	+42.1486972	-076.7524712
1838	36	017	137900	8613	875	44	24586	68	19890	381	4696	371	+42.4780238	-075.6022407
1839	36	019	180600	6729	1003	37	37658	101	33556	442	4102	435	+44.7527120	-073.7056429
1840	36	021	347100	9798	1260	72	33393	62	26627	558	6766	566	+42.2476964	-073.6267175
1841	36	023	162100	3172	984	50	20841	64	18999	384	1842	376	+42.5940390	-076.0762398
1842	36	025	183100	6880	880	45	30057	94	19203	485	10854	468	+42.1939865	-074.9667281
1843	36	027	400600	6095	1582	45	123169	156	116275	524	6894	499	+41.7548253	-073.7400136
1844	36	029	233800	1649	1090	11	441214	295	409665	1635	31549	1522	+42.7527590	-078.7781922
1845	36	031	211900	11846	934	69	25484	84	16342	375	9142	409	+44.1096005	-073.7784307
1846	36	033	145400	10253	843	22	25494	81	19514	405	5980	391	+44.5943758	-074.3106700
1847	36	035	163100	5527	912	32	28199	52	22866	476	5333	468	+43.1156093	-074.4236782
1848	36	037	170500	3426	929	31	26176	69	24873	296	1303	297	+43.0009096	-078.1927784
1849	36	039	271600	11132	1004	74	29080	45	18674	510	10406	508	+42.2869702	-074.1495421
1850	36	041	260200	15097	912	66	7911	32	2423	155	5488	149	+43.6578786	-074.5024556
1851	36	043	147700	7209	823	32	32459	52	25741	353	6718	355	+43.5710090	-074.8410968
1852	36	045	188200	6002	1213	32	61862	110	47606	645	14256	634	+43.9963890	-076.0529678
1853	36	047	905000	7741	1833	9	1100772	433	1009927	2338	90845	2398	+40.6350451	-073.9506398
1854	36	049	166100	5193	837	57	15637	55	11110	274	4527	258	+43.7827061	-075.4441316
1855	36	051	174600	6073	931	42	27328	74	24473	401	2855	402	+42.7290418	-077.7784630
1856	36	053	184600	7163	928	25	30730	86	26252	407	4478	402	+42.9100255	-075.6635749
1857	36	055	213700	2163	1173	12	339430	203	318428	1337	21002	1345	+43.2503466	-077.7005177
1858	36	057	157500	5744	940	28	22981	84	19603	348	3378	345	+42.9008912	-074.4353575
1859	36	059	684700	2833	2252	41	479044	353	458166	1227	20878	1258	+40.7296118	-073.5894144
1860	36	061	1090500	28044	2197	25	923472	742	778281	4924	145191	4821	+40.7766419	-073.9701871
1861	36	063	189800	4741	899	20	100446	96	91884	707	8562	712	+43.2726719	-078.8129431
1862	36	065	182600	4323	944	17	105443	237	95220	781	10223	703	+43.2427273	-075.4342824
1863	36	067	200200	3012	1108	12	212002	356	197760	1030	14242	873	+43.0065163	-076.1961336
1864	36	069	222900	5079	1150	35	53379	120	48311	558	5068	516	+42.8563575	-077.3034967
1865	36	071	387900	4133	1680	32	149699	163	138608	924	11091	869	+41.4024096	-074.3062522
1866	36	073	140800	5866	874	35	18326	64	16220	282	2106	274	+43.3399059	-078.2070281
1867	36	075	151700	3647	967	27	54844	160	47239	606	7605	577	+43.4614431	-076.2092618
1868	36	077	179100	5897	987	42	30057	64	23189	482	6868	468	+42.6297762	-075.0288410
1869	36	079	471300	7987	1775	83	38450	46	35545	459	2905	453	+41.4279067	-073.7438608
1870	36	081	723800	6606	1956	10	910206	311	841003	2217	69203	2215	+40.6546581	-073.8412089
1871	36	083	258400	6368	1217	26	74543	105	66686	619	7857	612	+42.7104206	-073.5138454
1872	36	085	675500	5531	1733	38	184621	117	170777	1007	13844	972	+40.5612628	-074.1398995
1873	36	087	596900	7072	1901	41	108945	105	103879	590	5066	597	+41.1546276	-074.0246616
1874	36	089	121900	3410	818	34	51970	169	41666	542	10304	528	+44.4881125	-075.0743110
1875	36	091	348600	4655	1394	26	112109	101	101911	833	10198	826	+43.1061353	-073.8553872
1876	36	093	235700	3709	1194	28	71244	105	66902	527	4342	499	+42.8175516	-074.0435592
1877	36	095	192500	8532	909	39	16562	58	12861	253	3701	243	+42.5912940	-074.4381718
1878	36	097	171800	8260	899	99	9752	32	7355	259	2397	261	+42.4197755	-076.9386030
1879	36	099	155400	6917	957	29	16194	55	13606	256	2588	256	+42.7822943	-076.8270880
1880	36	101	137900	4487	894	35	47665	68	39219	465	8446	470	+42.2667252	-077.3855253
1881	36	103	578400	2887	2255	27	580772	234	512565	1647	68207	1649	+40.9435540	-072.6922183
1882	36	105	249000	8949	1106	52	49994	173	31434	846	18560	812	+41.7199928	-074.7715769
1883	36	107	160800	6535	928	47	22104	103	20347	312	1757	313	+42.1780565	-076.2974556
1884	36	109	290900	12898	1411	42	47804	131	43263	611	4541	576	+42.4530063	-076.4734835
1885	36	111	352500	6261	1425	48	86503	151	74278	803	12225	806	+41.9472124	-074.2654582
1886	36	113	267400	8342	1105	30	40342	66	30133	454	10209	457	+43.5551053	-073.8381388
1887	36	115	196200	6240	1033	47	29192	70	24469	424	4723	415	+43.3123766	-073.4394282
1888	36	117	170000	2749	938	32	42570	113	38404	391	4166	400	+43.2181139	-077.0494024
1889	36	119	663200	5709	1951	27	394358	190	372883	1455	21475	1398	+41.1526862	-073.7457526
1890	36	121	162300	4225	802	39	18263	97	16453	292	1810	276	+42.7013652	-078.2285762
1891	36	123	184700	12150	834	48	13211	90	9490	278	3721	277	+42.6382370	-077.1043238
1892	37	001	241500	5511	1064	25	77073	104	70062	653	7011	638	+36.0439535	-079.4005733
1893	37	003	211800	11234	764	29	16218	48	14126	362	2092	360	+35.9209506	-081.1774668
1894	37	005	214800	19060	675	135	7804	34	5177	285	2627	284	+36.4893563	-081.1322987
1895	37	007	148600	22868	814	49	9954	226	8548	366	1406	258	+34.9749722	-080.1097633
1896	37	009	243100	17299	859	59	17218	32	12201	470	5017	473	+36.4434687	-081.4993343
1897	37	011	265800	21887	773	106	14201	56	6791	375	7410	363	+36.0720900	-081.9202847
1898	37	013	192700	9447	871	41	24526	33	19385	464	5141	466	+35.4823128	-076.8420144
1899	37	015	98500	11907	839	55	8984	49	7143	318	1841	301	+36.0590432	-076.9623641
1900	37	017	135100	18968	773	73	15286	27	11824	364	3462	366	+34.5919375	-078.5394885
1901	37	019	349800	6851	1351	52	99077	98	69124	1093	29953	1091	+34.0387542	-078.2277653
1902	37	021	391800	8308	1362	42	134483	159	101855	2041	32628	1977	+35.6093706	-082.5304234
1903	37	023	185400	10642	884	47	40358	58	36306	496	4052	484	+35.7461820	-081.7061795
1904	37	025	354800	6544	1414	42	93691	74	84246	966	9445	957	+35.3883455	-080.5527284
1905	37	027	192200	9416	744	24	37387	44	32919	534	4468	524	+35.9663959	-081.5125404
1906	37	029	337100	11937	1232	132	4301	24	4011	139	290	139	+36.3423438	-076.1624876
1907	37	031	333300	9275	1108	48	52181	62	31977	549	20204	564	+34.8583428	-076.5358602
1908	37	033	164500	7137	727	28	10521	37	8830	297	1691	308	+36.3942984	-079.3396090
1909	37	035	241600	6013	965	41	73133	60	66227	707	6906	710	+35.6618826	-081.2149057
1910	37	037	446200	14553	1180	99	35914	45	33004	461	2910	467	+35.7049939	-079.2514542
1911	37	039	232300	11614	813	141	18404	26	13241	406	5163	405	+35.1371499	-084.0614491
1912	37	041	235800	18450	681	40	7190	23	6134	271	1056	267	+36.1289790	-076.6027521
1913	37	043	278400	32756	804	238	7497	18	5081	321	2416	324	+35.0529971	-083.7522638
1914	37	045	200000	8612	914	50	44304	71	38850	585	5454	586	+35.3346302	-081.5571145
1915	37	047	146000	11896	824	40	23563	60	20048	392	3515	393	+34.2616017	-078.6393077
1916	37	049	231600	6974	1110	39	48533	152	42871	587	5662	583	+35.1168292	-077.0813197
1917	37	051	199200	3438	1222	15	143798	123	129758	563	14040	553	+35.0501921	-078.8287187
1918	37	053	378800	11709	1162	133	17079	40	11845	295	5234	294	+36.3721739	-075.9412242
1919	37	055	460400	16420	1345	85	35278	74	16836	642	18442	667	+35.6062688	-075.7675364
1920	37	057	219100	5369	901	33	76396	64	69846	661	6550	642	+35.7951312	-080.2071070
1921	37	059	253900	19408	867	51	19311	60	17270	369	2041	372	+35.9293554	-080.5425524
1922	37	061	137400	10079	865	49	23861	53	20787	424	3074	428	+34.9344033	-077.9335434
1923	37	063	389400	6104	1508	31	153022	146	141847	932	11175	921	+36.0338282	-078.8781246
1924	37	065	125100	7109	858	30	23281	41	19652	475	3629	470	+35.9170773	-077.6027422
1925	37	067	250400	5111	1098	20	175631	271	159925	1210	15706	1188	+36.1324661	-080.2569608
1926	37	069	284300	14000	1083	36	31767	43	28529	518	3238	525	+36.0882466	-078.2830821
1927	37	071	266000	5555	1153	22	101671	139	93576	663	8095	702	+35.2928335	-081.1773638
1928	37	073	170800	11478	1143	207	4827	16	4192	180	635	183	+36.4421353	-076.7023552
1929	37	075	170600	23203	676	179	5240	28	3524	201	1716	198	+35.3483644	-083.8309147
1930	37	077	247700	11616	1008	57	24787	314	22474	482	2313	448	+36.2998840	-078.6576338
1931	37	079	117400	7096	853	29	7939	47	6912	204	1027	200	+35.4819590	-077.6816876
1932	37	081	259900	6113	1163	14	238032	223	219718	1067	18314	1102	+36.0790650	-079.7886652
1933	37	083	106200	7784	813	44	24872	62	20383	418	4489	423	+36.2514375	-077.6448423
1934	37	085	246200	8140	1112	46	54902	68	49845	512	5057	506	+35.3686603	-078.8716648
1935	37	087	279200	9537	1067	50	35560	41	27123	647	8437	649	+35.5588823	-082.9813074
1936	37	089	351400	8797	1187	55	58044	60	51067	711	6977	716	+35.3364267	-082.4795828
1937	37	091	119200	7140	844	36	9816	58	8285	224	1531	217	+36.3635174	-076.9816160
1938	37	093	219300	7338	1089	59	20921	41	19258	213	1663	213	+35.0172328	-079.2419635
1939	37	095	124000	22989	1263	129	2952	253	1939	239	1013	206	+35.4081567	-076.1536867
1940	37	097	321400	9512	1252	51	84199	188	76344	724	7855	713	+35.8062505	-080.8745238
1941	37	099	284700	19969	904	55	27803	42	18430	616	9373	625	+35.2854541	-083.1239657
1942	37	101	305600	6039	1146	76	91218	65	85591	730	5627	718	+35.5134188	-078.3673482
1943	37	103	130300	10568	747	47	4698	20	4125	151	573	147	+35.0322677	-077.3561946
1944	37	105	240200	11383	1017	46	27166	34	25145	420	2021	421	+35.4763365	-079.1721174
1945	37	107	120500	7092	861	28	26879	37	23351	486	3528	483	+35.2400662	-077.6355141
1946	37	109	321000	13100	1015	67	39504	90	36811	527	2693	534	+35.4884909	-081.2268928
1947	37	111	171100	10414	806	45	21575	70	18638	439	2937	452	+35.6822683	-082.0480453
1948	37	113	251900	16620	803	56	27216	42	18406	675	8810	683	+35.1529593	-083.4219010
1949	37	115	284600	22454	780	64	11356	44	8342	292	3014	293	+35.8642058	-082.7126309
1950	37	117	109700	7001	758	76	11058	46	9502	262	1556	258	+35.8473006	-077.1196022
1951	37	119	406800	4752	1627	14	503071	213	466527	1677	36544	1626	+35.2468623	-080.8338317
1952	37	121	220100	13554	813	64	8697	50	6587	269	2110	293	+36.0131020	-082.1635541
1953	37	123	161700	8277	766	38	14998	31	10643	460	4355	463	+35.3275482	-079.9107517
1954	37	125	351400	9177	1254	79	50280	49	44013	659	6267	669	+35.3082734	-079.4927233
1955	37	127	191000	9931	953	29	43797	152	38797	583	5000	542	+35.9659447	-077.9875546
1956	37	129	387800	7095	1417	32	120050	78	104856	1084	15194	1089	+34.1834455	-077.8642043
1957	37	131	114500	10415	758	63	10641	32	7857	248	2784	247	+36.4217739	-077.3983518
1958	37	133	236400	5122	1265	40	87354	88	75265	796	12089	795	+34.7631087	-077.4994691
1959	37	135	459500	9735	1496	41	62858	144	57342	691	5516	688	+36.0625255	-079.1200330
1960	37	137	216800	18061	752	113	7322	44	5456	231	1866	228	+35.1475747	-076.6652684
1961	37	139	234600	12440	1170	80	17721	79	15785	384	1936	376	+36.2651986	-076.2606907
1962	37	141	299000	15528	1106	105	31844	42	25291	522	6553	521	+34.5125561	-077.8881063
1963	37	143	231700	18144	1008	134	6967	24	5614	213	1353	224	+36.1808969	-076.4032445
1964	37	145	213900	14508	864	46	18584	32	16063	464	2521	463	+36.3863574	-078.9656332
1965	37	147	208900	7837	993	21	82638	75	74533	816	8105	826	+35.5924897	-077.3727387
1966	37	149	315000	21515	1178	119	11042	93	8976	238	2066	281	+35.2779011	-082.1676211
1967	37	151	197100	6392	887	35	62901	53	57721	548	5180	551	+35.7099148	-079.8062153
1968	37	153	127800	20258	724	45	19893	37	17026	468	2867	469	+35.0046360	-079.7556946
1969	37	155	94500	2445	805	22	49111	71	43134	344	5977	332	+34.6392096	-079.1008811
1970	37	157	168600	5912	810	31	43868	64	39606	526	4262	535	+36.3818062	-079.7827539
1971	37	159	238400	7874	1013	35	64975	53	58899	715	6076	714	+35.6413550	-080.5217214
1972	37	161	201800	9065	783	19	32775	47	26642	396	6133	392	+35.4027469	-081.9195825
1973	37	163	150700	8685	834	30	25852	41	21607	439	4245	433	+34.9892978	-078.3712605
1974	37	165	114900	5389	778	24	14441	66	12580	200	1861	188	+34.8400226	-079.4773366
1975	37	167	242400	7205	861	32	28632	62	25240	380	3392	369	+35.3104492	-080.2543742
1976	37	169	196700	8788	775	31	21497	58	19546	331	1951	330	+36.3937966	-080.2699209
1977	37	171	177600	7293	761	23	33747	137	29869	421	3878	413	+36.4154160	-080.6864631
1978	37	173	207000	19733	742	53	8629	31	6013	250	2616	252	+35.5688491	-083.4656136
1979	37	175	373600	19166	967	144	19266	51	14584	428	4682	430	+35.2101025	-082.8166660
1980	37	177	164500	36394	644	210	2229	165	1547	130	682	139	+35.8704196	-076.1653454
1981	37	179	417300	6990	1496	74	88851	70	84237	575	4614	580	+34.9918204	-080.5304264
1982	37	181	161500	11509	883	42	19489	33	16147	422	3342	425	+36.3654806	-078.4054343
1983	37	183	461300	3848	1623	16	496047	204	460175	2096	35872	2100	+35.7898464	-078.6506240
1984	37	185	154200	13956	790	54	11723	36	8147	272	3576	265	+36.3981051	-078.0998993
1985	37	187	125900	16607	743	256	6040	20	4744	237	1296	235	+35.8447130	-076.5722906
1986	37	189	358900	18269	1127	85	33355	69	21198	594	12157	593	+36.2353679	-081.7098875
1987	37	191	178700	9173	965	30	53505	73	47507	632	5998	628	+35.3541896	-078.0086695
1988	37	193	168800	8937	723	37	31836	43	27107	553	4729	562	+36.2088833	-081.1660949
1989	37	195	186000	8936	953	35	37053	46	33068	423	3985	429	+35.7003569	-077.9215978
1990	37	197	181200	12137	766	47	17253	41	15009	366	2244	362	+36.1587653	-080.6651641
1991	37	199	243100	17235	882	83	11376	39	8130	353	3246	349	+35.8893259	-082.3039535
